,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Date
688,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Comfy,Dominika,4.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Blue,Verified Purchase,Comfortable for excercising at home,2020-03-29
715,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Value for money,Amazon Customer,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Grey,Verified Purchase,Good value and came really quickly. Can’t fault it,2020-03-30
717,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good product,Amazon Customer,5.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Black,Verified Purchase,"Good price and easy to assemble, perfect for my shed gym",2020-03-24
725,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,"Fast delivery, great product",Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Perfect for my home gym.,2020-01-25
730,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Gym mats,jackie anderson,5.0,United Kingdom,nan,Verified Purchase,These mats are perfect for the gym,2020-03-30
750,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,good,Petar,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Blue,Verified Purchase,good,2020-03-28
753,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Professional,Michael Davies,5.0,United Kingdom,Size Name: 24 TILES (96 Square Feet)Colour Name: Black,Verified Purchase,As expected. Easy to assemble.,2020-01-27
808,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Great Quality,AMO,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,These are so good I am going to order more value for money indeed,2020-03-20
5431,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Easy to use and great value,Nickopotamus,5.0,United Kingdom,Colour Name: Black,Verified Purchase,Bought to line the garage floor to make a “pain cave” or whatever cliche you want to use. Easy to put together and makes an effective mat for working out on. Damps out the sound of the turbo trainer nicely too.,2020-02-09
5435,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Not suitable for home workouts,Charlotte,1.0,United Kingdom,Colour Name: Black,Verified Purchase,"Wanted to use this for doing video home work outs , but pieces fall apart when working out, not suitable for mountain climbers jogging on the spot/ high knees, pieces come apart , really disappointed in this purchase .",2020-03-23
5437,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,There are probably better ones out there but these will do the job,🍊,2.0,United Kingdom,Colour Name: Black,Verified Purchase,"Pro
Packaged well and arrived in a day as promised.
With discount these are okay value for money.
The stickyness to the floor is very good indeed.

Cons
They're really small against competitors tiles.
They have a plastic waterproof on the top which gets slippery when wet.
The tiles do not fit together consistently. There are many that are not smoothly slotting in or holding their shape

Verdict
They're okay but I'm sure there are better ones on the market for better value",2020-03-07
5444,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Good thickness and quality,Abul Kashem,5.0,United Kingdom,Colour Name: Black,Verified Purchase,Very easy to put together and has good thickness to protect the floor. It has good grip and my equipment does not slide around,2020-03-11
5445,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,This exercise mat is great and good quality.,Aleksandr,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"This exercise mat is great, it's perfect for my needs as a workout mat and to use with my home gym equipment.Compared to other rubber matting I used in the past, these Jigmats are so much better.They fit together nice and tight, so they stay in place, they're not too soft, they're good quality mats that I'm sure will last a long time.I plan to order more to use as gym flooring, and a set for my daughter too for when she is playing outside.",2020-02-05
5451,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Good price for the size,Amazon Customer,5.0,United Kingdom,Colour Name: Black,Verified Purchase,Not very big tiles,2020-03-19
5507,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Very nice product,Zayne Liu,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"It’s a lovely experience, very good quality.Although I think there should be more sizes to chose from.",2020-02-07
5517,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Easy to fit,Michael W.,5.0,United Kingdom,Colour Name: Black,Verified Purchase,Good quality and sont slip would recommend for any workout,2020-02-01
5524,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,GOOD,Mohamed ahmed,5.0,United Kingdom,Colour Name: Black,Verified Purchase,DOES THE JOB,2020-03-09
5532,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Not used long enough yet,MR D WORTHINGTON,5.0,United Kingdom,Colour Name: Black,Verified Purchase,Look very good,2020-03-09
5535,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Not very Long,Alex,3.0,United Kingdom,Colour Name: Black,Verified Purchase,"Arrived today and once set out on the floor this does not suit a person 6"" in height. I would order 2 packs if you want to lie down flat on the matt.",2020-01-27
5546,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Gym Mats,Kirsty,5.0,United Kingdom,Colour Name: Black,Verified Purchase,Mats have been great & just what I needed for my mini gym.In fact I’m going to purchase more.Many thanks,2020-02-10
5553,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Jigmata,Neil Clarkson,5.0,United Kingdom,Colour Name: Black,Verified Purchase,Just does what it promises which is all you can expect,2020-03-19
5560,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Good,Richard O.,5.0,United Kingdom,Colour Name: Black,Verified Purchase,Very happy,2020-02-09
5576,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,Good,Kman,4.0,United Kingdom,Colour Name: Black,Verified Purchase,Good quality item works well under treadmill,2020-02-05
5579,Foam Mats Interlocking Foam Floor Mats 20 Piece Large Gym Mat Exercise Mats Gym Flooring Floor Protector for Floor Mat Workout or Gym Equipment at Home Foam Rubber Mat Foam Floor Tiles 30 x 30 x 1cm,4.1,1435,31.95,This is a sturdy little set of mats,Zee,4.0,United Kingdom,Colour Name: Black,nan,"The pack measures a total of 1.86 square metres coverage. The sides are jigsawed out so you can either have the side flat or joined to another piece, so the outer edges look neat and straight.
Each tile is 30cm x 30cm and a centimetre thick. One side is bumpy for grip, whilst the other side is flat.
I will be using these in my garden in summer for my grandkids to have somewhere soft to sit and play but have laid them out in the living room and they all fit well. They will also be used for my son to use his weights on until summer, so it really is a bargain for me getting a few uses out of them for a very good price.
I have tried to show how they interlock, the edges and the thickness in the pics i took. Hope this helps.
Would definitely recommend and will probably be buying more for my shed in time. (p.s. shed is not a tardis floating somewhere in time.. i am very good with words you see...)
Seriously though they are very good quality and i'd definitely say worth the money. Hope this helps.
Arrive in a handy little carry bag, well packaged and on time.",2020-02-23
5659,YOLEO Adjustable Power Tower - Multi Function Pull up Station for Strength Training - Dip Stand Workout Fitness Bar - Push up Equipment of Home Gym Exercise,4.0,198,89.99,Not well built,Trouble,1.0,United Kingdom,nan,Verified Purchase,"Product never lined up, so. I could not put it together",2020-02-29
5695,YOLEO Adjustable Power Tower - Multi Function Pull up Station for Strength Training - Dip Stand Workout Fitness Bar - Push up Equipment of Home Gym Exercise,4.0,198,89.99,Present,Corina Nastase,5.0,United Kingdom,nan,Verified Purchase,"Present for my husband, he likes it and use it a lot I use it to for different exercises .",2019-12-18
5700,YOLEO Adjustable Power Tower - Multi Function Pull up Station for Strength Training - Dip Stand Workout Fitness Bar - Push up Equipment of Home Gym Exercise,4.0,198,89.99,Excellent bit of kit,D Lane,5.0,United Kingdom,nan,Verified Purchase,"So easy to put together, great value for money",2020-03-29
5701,YOLEO Adjustable Power Tower - Multi Function Pull up Station for Strength Training - Dip Stand Workout Fitness Bar - Push up Equipment of Home Gym Exercise,4.0,198,89.99,Good addition to a home gym.,Jules h.,4.0,United Kingdom,nan,Verified Purchase,Does the job for home use.Arrived within the time scale stated and easy to assemble.,2020-03-14
5705,YOLEO Adjustable Power Tower - Multi Function Pull up Station for Strength Training - Dip Stand Workout Fitness Bar - Push up Equipment of Home Gym Exercise,4.0,198,89.99,Spare gym equipment to use during lockdown,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Great size was bought to go in my sons kitchen fits perfect,2020-03-29
5709,YOLEO Adjustable Power Tower - Multi Function Pull up Station for Strength Training - Dip Stand Workout Fitness Bar - Push up Equipment of Home Gym Exercise,4.0,198,89.99,Happy with the product,Martin Kerr,5.0,United Kingdom,nan,Verified Purchase,Great for core work,2020-01-10
5714,YOLEO Adjustable Power Tower - Multi Function Pull up Station for Strength Training - Dip Stand Workout Fitness Bar - Push up Equipment of Home Gym Exercise,4.0,198,89.99,Good quality,Joe Chambers,5.0,United Kingdom,nan,Verified Purchase,Bang tidy ;),2020-01-02
5715,YOLEO Adjustable Power Tower - Multi Function Pull up Station for Strength Training - Dip Stand Workout Fitness Bar - Push up Equipment of Home Gym Exercise,4.0,198,89.99,Not the product advertised,Robert Franklin,1.0,United Kingdom,nan,nan,"I don't know why other people are happy with this, I can only assume they're those are paid for reviews which I keep hearing about

The image shows a really sturdy product, with thick bars and large feet.

When you look at the review photos they're skinny bars and thing feet, this is clearly a different product to the one shown.

Amazon, get your house in order and take this product down NOW.",2020-03-08
5730,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,Perfect,Sean,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"Really good quality, as comfortable as hanging from your triceps can be and exactly what I was expecting / hoping for and makes getting in multiple sets of hanging ab work (leg raises / knee raises, side to side knees) actually possible after a heavy workout when your grip strength is already fried. Thanks very much!",2020-01-17
5734,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,I'm just hanging here..,Denise Coulson,5.0,United Kingdom,Colour Name: Blue,Verified Purchase,I love these straps I just wish there was more info on how to use them and other exercises you could do.,2020-01-22
5755,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,Strong and good material,ahmed,5.0,United Kingdom,Colour Name: Black,Verified Purchase,It's really good and strong for use.. Im 75 kg and absolutely strong when u use it... I do recommend and the delivery was quick as well.. Happy with it :),2019-12-05
5757,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,Good,cyclopsgeek,4.0,United Kingdom,Colour Name: Blue,Verified Purchase,Does the job at a good price and not over bearing issue with comfort. Worth a buy,2020-03-10
5769,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,Good ab straps,Dr Eva Maria Chapman,5.0,United Kingdom,Colour Name: Blue,Verified Purchase,Excellent product. Very good value for money. Came quickly. Easy to use,2019-12-13
5771,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,Great value,john cruttenden,4.0,United Kingdom,Colour Name: Blue,Verified Purchase,Excellent just what I needed..,2020-01-10
5777,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,Great quality,H!,5.0,United Kingdom,Colour Name: Grey,Verified Purchase,Great quality and very easy to use. No problems holding weight and no signs of stitching problems.,2020-03-15
5778,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,Next lv body,Edition30FRJ,5.0,United Kingdom,Colour Name: Blue,Verified Purchase,Next lv Ab,2020-03-06
5791,"DMoose Fitness Hanging Ab Straps for Abdominal Muscle Building and Core Strength Training, Arm Support for Ab Workouts, Padded Knee Raise Straps Gym Equipment for Men and Women",4.,5601,23.99,"Well made, strong and great value for money",Will O'Donnell,5.0,United Kingdom,Colour Name: Blue,Verified Purchase,"Excellent product. Well made, sturdy and comfortable. I’m 108kg and it has no problem standing up to the work I them through.",2020-02-01
